"","Year","DonorCode","DonorName","AgencyCode","AgencyName","CrsID","ProjectNumber","InitialReport","RecipientCode","RecipientName","RegionCode","RegionName","IncomegroupCode","IncomegroupName","FlowCode","FlowName","Bi_Multi","Category","Finance_t","Aid_t","USD_Commitment","USD_Disbursement","USD_Received","USD_Commitment_Defl","USD_Disbursement_Defl","USD_Received_Defl","USD_Adjustment","USD_Adjustment_Defl","USD_AmountUntied","USD_AmountPartialTied","USD_AmountTied","USD_AmountUntied_Defl","USD_AmountPartialTied_Defl","USD_Amounttied_Defl","USD_IRTC","USD_Expert_Commitment","USD_Expert_Extended","USD_Export_Credit","CurrencyCode","Commitment_National","Disbursement_National","GrantEquiv","USD_GrantEquiv","ShortDescription","ProjectTitle","PurposeCode","PurposeName","SectorCode","SectorName","ChannelCode","ChannelName","ChannelReportedName","ParentChannelCode","Geography","ExpectedStartDate","CompletionDate","LongDescription","SDGfocus","Gender","Environment","PDGG","Trade","RMNCH","DRR","Nutrition","Disability","FTC","PBA","InvestmentProject","AssocFinance","Biodiversity","ClimateMitigation","ClimateAdaptation","Desertification","CommitmentDate","TypeRepayment","NumberRepayment","Interest1","Interest2","Repaydate1","Repaydate2","USD_Interest","USD_Outstanding","USD_Arrears_Principal","USD_Arrears_Interest","BudgetIdent","CapitalExpend","PSIflag","PSIAddType","PSIAddAssess","PSIAddDevObj","ID"
"1154539",2019,918,"EU Institutions",1,"European Commission","2.014E+12","SCR.CTR.368474",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.456308,0,0,0.456308,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.40762,0.40762,0.456308,"CLEAN ENERGY COOPERATION WITH INDIA (CECI): LEGAL AND POLICY SUPPORT TO THE DEVELOPMENT AND IMPLEMENTATION OF ENERGY EFFICIENCY LEGISLATION FOR THE B","Clean Energy Cooperation with India (CECI): Legal and policy support to the development and implementation of energy efficiency legislation for the b",23183,"Energy conservation and demand-side efficiency",231,"Energy",60000,"Private Sector Institutions","Private sector institution",60000,"India / Europe","","","The purpose of this contract is the provision of legal and policy support to the development and implementation of energy efficiency legislation for the building sector in India by 1) assisting the implementation of energy efficient legislation in 4 selected States based on EU experiences, assisting them in setting up procedures for energy efficiency and to implement the national ECBC Scheme, and 2) assisting in the implementation of the 2012 Joint Declaration and the EU-India Energy Panel.","7;17",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,23183,0,0,0,"","",1084
"1155668",2019,918,"EU Institutions",1,"European Commission","2.011E+12","SCR.CTR.368922",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.045595,0,0,0.045595,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.04073,0.04073,0.045595,"VISIBILITY AND COMMUNICATION FOR THE EU IN INDONESIA AND ASEAN WITH A FOCUS ON CLIMATE CHANGE AND JUSTICE REFORMS","Visibility and Communication for the EU in Indonesia and ASEAN with a focus on climate change and justice reforms",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",60000,"Private Sector Institutions","Private sector institution",60000,"Indonesia, ASEAN","11/30/2015","5/30/2017","This contract will promote the visibility of EU cooperation and assistance focusing on climate change, forestry and sustainable development, justice reforms, as well as other relevant aspects of overall EU assistance to Indonesia and ASEAN.","",0,2,1,0,0,0,0,0,0,0,0,0,1,2,1,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1085
"1157139",2019,918,"EU Institutions",1,"European Commission","2.015E+12","SCR.CTR.374289",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.103795,0,0,0.103795,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.09272,0.09272,0.103795,"PSF -  SUPPORT TO THE EU-INDIA CLIMATE CHANGE DIALOGUE","PSF -  Support to the EU-India Climate Change Dialogue",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",60000,"Private Sector Institutions","Private sector institution",60000,"Delhi and other cities in India","6/6/2016","5/5/2018","The action aims at paving the way for a possible EU-India Climate Change Dialogue and Partnership by raising awareness on EU positions and know how in Climate Change and low carbon technologies by engaging Indian stakeholders such as NGOs, think tanks, businesses and Government officials  Gathering intelligence on policies and needs in India's Climate Change agenda and Initiating cooperative actions, in support of mitigation, adaptation and transparency targets of the Paris Agreement.","13",0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1086
"1157243",2019,918,"EU Institutions",1,"European Commission","2.018E+12","SCR.CTR.405785",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.131893,0,0,0.131893,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.11782,0.11782,0.131893,"DESIGN OF THE VIET NAM NATIONALLY DETERMINED CONTRIBUTIONS (NDC) IMPLEMENTATION MECHANISM","Design of the Viet Nam Nationally Determined Contributions (NDC) Implementation Mechanism",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",61000,"Private sector in provider country","Private sector in provider country",61000,"Vietnam","4/24/2019","12/19/2019","","13",0,2,1,0,0,0,0,0,1,0,0,0,0,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1087
"1158098",2019,918,"EU Institutions",1,"European Commission","2.018E+12","SCR.CTR.408981",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.194669,0,0,0.194669,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.173898,0.173898,0.194669,"CLIMATE RESILIENCE AND INCLUSIVE CITIES","Climate Resilience and Inclusive Cities",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",23000,"Developing country-based NGO","Developing country-based NGO",23000,"Indonesia","12/20/2019","12/19/2024","The overall objectives of the project is to propose a long lasting and unique cooperation between cities and research centres in Europe and Indonesia (and beyond), and to contribute substantially to sustainable integrated urban development, good governance, and climate adaptation/mitigation through long lasting partnerships, and tools such as sustainable local action plans, early warning tools and experts panels.","17;13;11",1,2,2,0,0,2,1,0,0,1,1,0,1,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1088
"1158099",2019,918,"EU Institutions",1,"European Commission","2.018E+12","SCR.CTR.408981",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.389337,0,0,0.389337,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.347795,0.347795,0.389337,"CLIMATE RESILIENCE AND INCLUSIVE CITIES","Climate Resilience and Inclusive Cities",43030,"Urban development and management",430,"Other MultiSector",23000,"Developing country-based NGO","Developing country-based NGO",23000,"Indonesia","12/20/2019","12/19/2024","The overall objectives of the project is to propose a long lasting and unique cooperation between cities and research centres in Europe and Indonesia (and beyond), and to contribute substantially to sustainable integrated urban development, good governance, and climate adaptation/mitigation through long lasting partnerships, and tools such as sustainable local action plans, early warning tools and experts panels.","17;13;11",1,2,2,0,0,2,1,0,0,1,1,0,1,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,43030,0,0,0,"","",1089
"1158447",2019,918,"EU Institutions",1,"European Commission","2.015E+12","SCR.CTR.377716",3,665,"Pakistan",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.060506,0,0,0.060506,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.05405,0.05405,0.060506,"STRENGTHEN PAKISTAN CIVIL SOCIETY COALITION FOR CLIMATE CHANGE (CSCCC)","Strengthen Pakistan Civil Society Coalition for Climate Change (CSCCC)",41081,"Environmental education/training",410,"Gen. Environment Protection",23000,"Developing country-based NGO","Developing country-based NGO",23000,"Pakistan","2/1/2017","1/31/2019","Mountain and Glacier Protection Organization conceived the idea of establishing Pakistan Civil Society Coalition for Climate Change (PCSCCC) with the intent of bringing all stakeholders on one platform to discuss and debate the multi-sector and multi-dimensional challenges posed by Climate Change (CC)and work towards an Agenda of Solutions that is realistic and achievable.","",0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41081,0,0,0,"","",1090
"1158502",2019,918,"EU Institutions",1,"European Commission","2.014E+12","SCR.CTR.371906",3,755,"Philippines",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,11.1944,0,0,11.1944,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,10,10,11.1944,"WB-EU ACCESS TO SUSTAINABLE ENERGY PHILIPPINES SINGLE DONOR TRUST FUND","WB-EU Access to Sustainable Energy Philippines single Donor Trust Fund",23110,"Energy policy and administrative management",231,"Energy",44001,"International Bank for Reconstruction and Development","International Bank for Reconstruction and Development",44000,"Philippines","","","The Contract comprises support to two investment programmes in the energy sector – the DoE's PV Mainstreaming Programme and a Rural Network Solar programme – and technical assistance to the Electric Regulatory Commission (ERC), National Electrification Administration (NEA) and to Electric Cooperatives (ECs) in Mindanao, where ECs are particularly challenged to distribute electricity and provide services.","",0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"","",1091
"1159086",2019,918,"EU Institutions",1,"European Commission","2.015E+12","SCR.CTR.381671",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.126688,0,0,0.126688,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.11317,0.11317,0.126688,"PROVISION OF TECHNICAL ASSISTANCE TO SUPPORT THE IDENTIFICATION AND FORMULATION OF EU SUPPORT TO LOW-CARBON, ENVIRONMENTALLY SUSTAINABLE AND CLIMATE","Provision of Technical Assistance to Support the Identification and Formulation of EU Support to Low-Carbon, Environmentally Sustainable and Climate",43030,"Urban development and management",430,"Other MultiSector",60000,"Private Sector Institutions","Private sector institution",60000,"ASEAN Region","3/1/2017","9/16/2017","","",2,2,0,0,0,0,0,0,0,1,1,0,1,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,43030,0,0,0,"","",1092
"1159459",2019,918,"EU Institutions",1,"European Commission","2.018E+12","SCR.CTR.408629",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.249524,0,0,0.249524,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.2229,0.2229,0.249524,"INDONESIA POLICY DIALOGUE FUND (IPDF)","Indonesia Policy Dialogue Fund (IPDF)",21010,"Transport policy and administrative management",210,"Transport and Storage",13000,"Third Country Government (Delegated co-operation)","Third Country Government (Delegated co-operation)",13000,"Indonesia","12/24/2019","12/23/2024","The Indonesia Policy Dialogue Fund (IPDF) will assist the Government of Indonesia in developing and implementing Policy Loans and their respective policy matrices.","8;7;13;11",1,2,0,0,0,0,0,0,0,0,1,0,0,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,21010,0,0,0,"","",1093
"1159460",2019,918,"EU Institutions",1,"European Commission","2.018E+12","SCR.CTR.408629",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.499048,0,0,0.499048,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.4458,0.4458,0.499048,"INDONESIA POLICY DIALOGUE FUND (IPDF)","Indonesia Policy Dialogue Fund (IPDF)",23110,"Energy policy and administrative management",231,"Energy",13000,"Third Country Government (Delegated co-operation)","Third Country Government (Delegated co-operation)",13000,"Indonesia","12/24/2019","12/23/2024","The Indonesia Policy Dialogue Fund (IPDF) will assist the Government of Indonesia in developing and implementing Policy Loans and their respective policy matrices.","8;7;13;11",1,2,0,0,0,0,0,0,0,0,1,0,0,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"","",1094
"1159743",2019,918,"EU Institutions",1,"European Commission","2.011E+12","SCR.CTR.371538",3,738,"Indonesia",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,0.44302,0,0,0.44302,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.39575,0.39575,0.44302,"SUPPORT TO INDONESIA'S CLIMATE CHANGE RESPONSE - TECHNICAL COOPERATION COMPONENT","Support to Indonesia's climate change response - Technical Cooperation Component",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",13000,"Third Country Government (Delegated co-operation)","Third Country Government (Delegated co-operation)",13000,"Aceh, Jakarta, Indonesia","","","This Contract is Support to Indonesi'a climate change response – Technical cooperation component done in Indonesia.","",0,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1095
"1160784",2019,918,"EU Institutions",1,"European Commission","2.01E+12","SCR.CTR.346764",3,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,2.015,0,0,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,1.8,1.8,2.015,"EU INDIA COOPERATION ON CLEAN TECHNOLOGIES AND ENERGY EFFICIENCY FOR ECO-CITIES (ECOCITIES)","EU India Cooperation on clean technologies and energy efficiency for eco-cities (Ecocities)",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",44004,"International Finance Corporation","International Finance Corporation",44000,"India","12/20/2014","9/30/2020","The focus areas relate to providing support to mainstream low-carbon strategies into urban development by promoting the adoption of renewable energy and energy efficiencies in five pilot cities in India.","",0,2,1,0,0,0,0,0,0,1,0,0,0,2,1,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1096
"1161083",2019,918,"EU Institutions",1,"European Commission","2.016E+12","SCR.CTR.388420",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0.764995,0,0,0.764995,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.68337,0.68337,0.764995,"PLATFORM FOR POLICY DIALOGUE AND COOPERATION BETWEEN EU AND CHINA ON EMISSION TRADING","Platform for Policy Dialogue and Cooperation between EU and China on Emission Trading",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",60000,"Private Sector Institutions","Private sector institution",60000,"China & Europe","10/9/2017","10/8/2020","The overall objective of the project of which this contract will be a part of is to enhance cooperation with China on climate change by continuing to support China in building up a nationwide emission trading system contributing to reduce its greenhouse gas emissions.","17;13",0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1097
"1163156",2019,918,"EU Institutions",1,"European Commission","2.017E+12","SCR.CTR.396282",3,730,"China",10008,"Far East Asia",10019,"UMICs",11,"ODA Grants",1,10,110,"D02",0,0.134893,0,0,0.134893,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,0.1205,0.1205,0.134893,"PSF - EU-CHINA CLIMATE EXPERT DIALOGUE ON CLIMATE POLICY AND LONG-TERM GREENHOUSE GAS EMISSION SCENARIOS (PART I)","PSF - EU-China Climate Expert Dialogue on Climate Policy and Long-term Greenhouse Gas Emission Scenarios (Part I)",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",60000,"Private Sector Institutions","Private sector institution",60000,"China","3/19/2018","12/14/2018","The overall purpose of this action is support to the EU-China climate dialogue under the EU China 2020 Strategic Agenda for Cooperation  and the EU-China 2015 Joint Statement on Climate Change . The action will contribute to the implementation of provisions in the Paris Climate Agreement, where it refers to long-term low greenhouse gas emission development strategies (Art. 4.19). It will provide timely exchanges between small groups of experts, working closely with the Chinese government and the","17;13",0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1098
"1165730",2019,918,"EU Institutions",1,"European Commission","2.014E+12","SCR.CTR.373020",3,755,"Philippines",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",0,1.71526,0,0,1.71526,0,0,0,0,0,0,0,0,0,0,0,0,0,918,0,1.53224,1.53224,1.71526,"TECHNICAL ASSISTANCE FOR ACCESS TO SUSTAINABLE ENERGY IN THE PHILIPPINES","Technical Assistance for Access to Sustainable Energy in the Philippines",23110,"Energy policy and administrative management",231,"Energy",13000,"Third Country Government (Delegated co-operation)","Third Country Government (Delegated co-operation)",13000,"Philippines","3/7/2016","9/5/2021","This contract provides technical assistance under the Financing Agreement between the EU and the Government of the Republic of the Philippines for the  Access to Sustainable Energy Programme (ASEP) .","7",0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"12/31/2019",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"","",1099
"1175107",2019,3,"Denmark",1,"Ministry of Foreign Affairs","2019001205","2019-18948",1,645,"India",10009,"South & Central Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"C01",8.99658,0,0,8.99658,0,0,0,0,8.99658,0,0,8.99658,0,0,0,0,0,0,3,60,0,0,0,"INDIA-DENMARK ENERGY PARTNERSHIP (INDEP) 2020-2024","India-Denmark Energy Partnership (INDEP) 2020-2024",23110,"Energy policy and administrative management",231,"Energy",11001,"Central Government","Energistyrelsen",11000,"","12/12/2019","","India-Denmark Energy Partnership","7.a;17",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"12/12/2019",0,0,"",0,"","",0,0,0,0,23110,0,0,0,"","",1100
"1175182",2019,3,"Denmark",1,"Ministry of Foreign Affairs","2012001287aa","104.G.15-18.",3,769,"Vietnam",10008,"Far East Asia",10018,"LMICs",11,"ODA Grants",1,10,110,"B04",0,0.0135096,0,0,0.0135096,0,-0.00305884,-0.00305884,-0.00305884,0,0,-0.00305884,0,0,0,0,0,0,3,0,0.0900982,0.0900982,0.0135096,"CLIMATE ENVELOPE 2012: VIETNAM - LOW CARBON TRANSITION IN THE ENERGY EFFICIENCY SECTOR","Climate Envelope 2012: Vietnam - Low carbon transition in the energy efficiency sector",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",12001,"Central Government","Ministry of Industry and Trade",12000,"","11/1/2012","","Vietnam - low carbon transition in the energy efficiency sector","11.6",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"5/22/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1101
"1175200",2019,3,"Denmark",1,"Ministry of Foreign Affairs","2013001337ab","104.G.16-7. (F2: 2018-122)",3,358,"Mexico",10005,"Caribbean & Central America",10019,"UMICs",11,"ODA Grants",1,10,110,"C01",0,0,0.205696,0,0,0.205696,-0.493163,-0.493163,-0.493163,0,0,-0.493163,0,0,0,0,0,0,3,0,0,-1.37183,-0.205696,"CLIMATE ENVELOPE 2013: CLIMATE CHANGE MITIGATION AND ENERGY IN MEXICO","Climate Envelope 2013: Climate change mitigation and energy in Mexico",41010,"Environmental policy and administrative management",410,"Gen. Environment Protection",90000,"Other","Energinet a/s",90000,"","12/12/2013","","Climate change mitigation and energy progr. Mexico","11.6",0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,"5/10/2019",0,0,"",0,"","",0,0,0,0,41010,0,0,0,"","",1102
